0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,CUSTOMER_ID
0.07306942,-0.22267616,-0.3870597,0.18210071,-0.07208018,-0.06271648,-0.2875104,-0.20626912,0.002585236,0.3214184,-0.19872107,-0.2948175,-0.18793602,-0.1910291,-0.22346434,0.2833978,54455
0.20728165,-0.35818744,-0.24207129,0.10580753,-0.042955026,-0.27194062,-0.17886405,0.30831283,0.15165803,0.024556974,-0.49890482,-0.28963712,-0.14343625,-0.36416876,-0.1806547,0.18474211,75627
-0.043212414,-0.8013882,-0.29502666,0.12356651,-0.40605366,-0.13921413,-0.5128844,0.6238616,-0.16105622,0.041916687,-0.4819675,-0.24373654,-0.2280555,-0.17438903,-0.27614766,-0.2556068,33351
0.21676111,-0.34325668,-0.14485367,-0.043984365,-0.0052639544,-0.1846994,-0.45296195,0.17787075,-0.060631387,0.09068701,-0.3687924,-0.26687407,-0.39709765,-0.20667744,-0.22129747,0.17916209,45119
0.3442043,-0.03292202,-0.13602954,0.14823945,0.108975776,-0.124314964,-0.39345595,-0.1028722,-0.102472916,0.2613229,-0.033946514,-0.2994275,0.07954851,-0.068920314,-0.3862967,0.19524583,69134
-0.0129695535,-0.8568096,-0.28739795,0.3630998,-0.2657752,-0.492522,-0.71746176,0.75015545,-0.2883553,0.24746168,-0.43866745,-0.02115652,-0.41431433,0.38322055,-0.5305888,-0.25827,23132
-0.17518058,-0.5935866,0.1033694,0.09290092,-0.06869708,-0.18501255,-0.438244,0.91750425,0.31324574,0.1979562,-0.34670627,-0.57399184,-0.07682002,0.30882874,-0.43795192,-0.15667176,61392
0.43882772,-0.26721472,-0.11516784,-0.11184174,-0.22322387,-0.2890723,-0.37353802,0.08973337,0.09777892,0.21706215,-0.52016294,-0.30700722,-0.28437537,-0.22966391,-0.28475362,0.35883808,30225
0.02356726,-0.76929796,-0.21199024,0.11107956,-0.2994023,0.04375895,-0.26171613,0.3233131,0.14573702,0.12230784,-0.7006296,-0.23765573,-0.39231947,0.22828513,-0.3937189,-0.16443253,76927
0.33942002,0.013087204,-0.18770976,0.010745001,-0.22359917,-0.17484888,-0.2750669,0.16100551,0.1844165,0.42518866,-0.16229978,-0.38776356,-0.2120283,-0.034115613,-0.70051074,0.37762025,40357
0.12258744,-0.4383365,-0.35519892,0.1317703,0.20005375,0.01634498,-0.34005022,0.055272996,0.09381086,0.07442518,-0.42974067,-0.27903292,0.034719557,-0.13129334,-0.16669774,-0.11891657,58337
-0.019561827,-0.34589458,-0.2596499,-0.1258811,-0.24629079,-0.032414105,-0.1699996,0.2543565,0.009264676,0.22366758,-0.42280808,-0.23151487,-0.48543432,-0.051100165,-0.030448467,0.07039649,74362
0.070289984,-0.20749623,-0.2340309,-0.006356567,0.016939,-0.10447645,-0.23741376,0.07742831,0.05144514,0.1769101,-0.24913591,-0.26938248,-0.29967844,-0.1502144,-0.1334636,0.18671006,45745
-0.06312862,-0.64748585,-0.098911345,-0.13779613,-0.42094213,-0.12308943,-0.30162162,0.6308056,-0.047888428,0.36298162,-0.58935463,-0.22580095,-0.5712902,-0.06395605,-0.09409755,0.36027756,77742
0.1958583,-0.29537702,0.10541737,-0.3200312,-0.19571759,-0.20485769,-0.4373152,0.16529608,-0.015505457,0.36797664,-0.47311378,-0.27214444,-0.4839895,-0.26036182,-0.10338971,0.48941684,13095
0.28821132,-0.5727263,-0.116149634,-0.0037826374,-0.26693666,-0.60909563,-0.21028474,0.6118023,0.21813513,0.03857795,-0.75060487,-0.0036910474,-0.2459617,-0.02444616,-0.22566979,0.21776238,48722
